315189,DEERE & CO,10-K,2002/12/20,https://www.sec.gov/Archives/edgar/data/315189/000094018002001741/d10k.htm
315189,DEERE & CO,10-K,2003/12/22,https://www.sec.gov/Archives/edgar/data/315189/000119312503098064/d10k.htm
315189,DEERE & CO,10-K,2004/12/21,https://www.sec.gov/Archives/edgar/data/315189/000110465904040625/a04-14942_110k.htm
315189,DEERE & CO,10-K,2005/12/20,https://www.sec.gov/Archives/edgar/data/315189/000110465905061732/a05-21685_110k.htm
315189,DEERE & CO,10-K,2006/12/19,https://www.sec.gov/Archives/edgar/data/315189/000110465906082456/a06-25680_110k.htm
315189,DEERE & CO,10-K,2007/12/20,https://www.sec.gov/Archives/edgar/data/315189/000110465907090067/a07-30888_110k.htm
315189,DEERE & CO,10-K,2008/12/18,https://www.sec.gov/Archives/edgar/data/315189/000110465908077324/a08-29515_110k.htm
315189,DEERE & CO,10-K,2009/12/17,https://www.sec.gov/Archives/edgar/data/315189/000110465909070344/a09-32005_110k.htm
315189,DEERE & CO,10-K,2010/12/17,https://www.sec.gov/Archives/edgar/data/315189/000110465910063219/a10-17745_110k.htm
315189,DEERE & CO,10-K,2011/12/19,https://www.sec.gov/Archives/edgar/data/315189/000110465911070023/a11-24734_110k.htm
315189,DEERE & CO,10-K,2012/12/17,https://www.sec.gov/Archives/edgar/data/315189/000110465912084558/a12-16222_110k.htm
315189,DEERE & CO,10-K,2013/12/16,https://www.sec.gov/Archives/edgar/data/315189/000110465913090354/a13-17985_110k.htm
315189,DEERE & CO,10-K,2014/12/19,https://www.sec.gov/Archives/edgar/data/315189/000110465914087794/a14-20671_110k.htm
315189,DEERE & CO,10-K,2015/12/18,https://www.sec.gov/Archives/edgar/data/315189/000104746915009300/a2226814z10-k.htm
315189,DEERE & CO,10-K,2016/12/19,https://www.sec.gov/Archives/edgar/data/315189/000104746916017244/a2230400z10-k.htm
315189,DEERE & CO,10-K,2017/12/18,https://www.sec.gov/Archives/edgar/data/315189/000104746917007719/a2233505z10-k.htm
315189,DEERE & CO,10-K,2018/12/17,https://www.sec.gov/Archives/edgar/data/315189/000104746918007694/a2236950z10-k.htm
46640,HEINZ H J CO,10-K,2002/7/30,https://www.sec.gov/Archives/edgar/data/46640/000095015202005732/j9491701e10vk.txt
46640,HEINZ H J CO,10-K,2003/7/24,https://www.sec.gov/Archives/edgar/data/46640/000095015203007052/j0105101e10vk.txt
46640,HEINZ H J CO,10-K,2004/6/17,https://www.sec.gov/Archives/edgar/data/46640/000095015204004691/j0696301e10vk.txt
46640,HEINZ H J CO,10-K,2005/6/17,https://www.sec.gov/Archives/edgar/data/46640/000095015205005232/j1304601e10vk.txt
46640,HEINZ H J CO,10-K,2006/6/20,https://www.sec.gov/Archives/edgar/data/46640/000095015206005218/j20264ae10vk.htm
46640,HEINZ H J CO,10-K,2007/6/21,https://www.sec.gov/Archives/edgar/data/46640/000095015207005237/l25187ae10vk.htm
46640,HEINZ H J CO,10-K,2008/6/19,https://www.sec.gov/Archives/edgar/data/46640/000095015208004697/l30739ae10vk.htm
46640,HEINZ H J CO,10-K,2009/6/17,https://www.sec.gov/Archives/edgar/data/46640/000095012309014732/l35859ae10vk.htm
46640,HEINZ H J CO,10-K,2010/6/17,https://www.sec.gov/Archives/edgar/data/46640/000095012310058787/l39903e10vk.htm
46640,HEINZ H J CO,10-K,2011/6/16,https://www.sec.gov/Archives/edgar/data/46640/000095012311059419/l42543e10vk.htm
46640,HEINZ H J CO,10-K,2012/6/15,https://www.sec.gov/Archives/edgar/data/46640/000004664012000012/hnz10k42912.htm
46640,HEINZ H J CO,10-K,2013/7/9,https://www.sec.gov/Archives/edgar/data/46640/000004664013000018/hnz10k42813.htm
1012100,SEALED AIR CORP/DE,10-K,2003/3/28,https://www.sec.gov/Archives/edgar/data/1012100/000104746903010963/a2106385z10-k.htm
1012100,SEALED AIR CORP/DE,10-K,2004/3/12,https://www.sec.gov/Archives/edgar/data/1012100/000104746904007565/a2130248z10-k.htm
1012100,SEALED AIR CORP/DE,10-K,2005/3/21,https://www.sec.gov/Archives/edgar/data/1012100/000104746905007189/a2153494z10-k.htm
1012100,SEALED AIR CORP/DE,10-K,2006/3/15,https://www.sec.gov/Archives/edgar/data/1012100/000104746906003481/a2167901z10-k.htm
1012100,SEALED AIR CORP/DE,10-K,2007/3/1,https://www.sec.gov/Archives/edgar/data/1012100/000110465907015123/a07-4820_110k.htm
1012100,SEALED AIR CORP/DE,10-K,2008/2/29,https://www.sec.gov/Archives/edgar/data/1012100/000104746908002080/a2183002z10-k.htm
1012100,SEALED AIR CORP/DE,10-K,2009/3/2,https://www.sec.gov/Archives/edgar/data/1012100/000104746909002102/a2191105z10-k.htm
1012100,SEALED AIR CORP/DE,10-K,2010/3/1,https://www.sec.gov/Archives/edgar/data/1012100/000104746910001622/a2196675z10-k.htm
1012100,SEALED AIR CORP/DE,10-K,2011/2/25,https://www.sec.gov/Archives/edgar/data/1012100/000095012311018492/y88009e10vk.htm
1012100,SEALED AIR CORP/DE,10-K,2012/2/29,https://www.sec.gov/Archives/edgar/data/1012100/000119312512088645/d268456d10k.htm
1012100,SEALED AIR CORP/DE,10-K,2013/3/1,https://www.sec.gov/Archives/edgar/data/1012100/000119312513087879/d452256d10k.htm
1012100,SEALED AIR CORP/DE,10-K,2014/2/28,https://www.sec.gov/Archives/edgar/data/1012100/000119312514076159/d641543d10k.htm
1012100,SEALED AIR CORP/DE,10-K,2015/2/27,https://www.sec.gov/Archives/edgar/data/1012100/000156459015001072/see-10k_20141231.htm
1012100,SEALED AIR CORP/DE,10-K,2016/2/22,https://www.sec.gov/Archives/edgar/data/1012100/000156459016013004/see-10k_20151231.htm
1012100,SEALED AIR CORP/DE,10-K,2017/2/15,https://www.sec.gov/Archives/edgar/data/1012100/000156459017001648/see-10k_20161231.htm
1012100,SEALED AIR CORP/DE,10-K,2018/2/21,https://www.sec.gov/Archives/edgar/data/1012100/000162828018001957/q4201710-kdocument.htm
1012100,SEALED AIR CORP/DE,10-K,2019/2/19,https://www.sec.gov/Archives/edgar/data/1012100/000162828019001538/q4201810-kdocument.htm
59478,LILLY ELI & CO,10-K,2000/3/30,https://www.sec.gov/Archives/edgar/data/59478/000095013100002201/0000950131-00-002201-d1.html
59478,LILLY ELI & CO,10-K,2001/3/28,https://www.sec.gov/Archives/edgar/data/59478/000095013101001634/0000950131-01-001634-0001.htm
59478,LILLY ELI & CO,10-K,2003/3/20,https://www.sec.gov/Archives/edgar/data/59478/000095013703001575/c75275e10vk.htm
59478,LILLY ELI & CO,10-K,2004/3/15,https://www.sec.gov/Archives/edgar/data/59478/000095013704001857/c83409e10vk.htm
59478,LILLY ELI & CO,10-K,2005/3/8,https://www.sec.gov/Archives/edgar/data/59478/000095013405004385/c92539e10vk.htm
59478,LILLY ELI & CO,10-K,2006/3/1,https://www.sec.gov/Archives/edgar/data/59478/000095013706002395/c02657e10vk.htm
59478,LILLY ELI & CO,10-K,2007/2/28,https://www.sec.gov/Archives/edgar/data/59478/000095013707003013/c12621e10vk.htm
59478,LILLY ELI & CO,10-K,2008/2/29,https://www.sec.gov/Archives/edgar/data/59478/000095013708003028/c24001e10vk.htm
59478,LILLY ELI & CO,10-K,2009/2/27,https://www.sec.gov/Archives/edgar/data/59478/000095015209001897/c49534e10vk.htm
59478,LILLY ELI & CO,10-K,2010/2/22,https://www.sec.gov/Archives/edgar/data/59478/000095012310014958/c55339ke10vk.htm
59478,LILLY ELI & CO,10-K,2011/2/22,https://www.sec.gov/Archives/edgar/data/59478/000119312511041620/d10k.htm
59478,LILLY ELI & CO,10-K,2012/2/24,https://www.sec.gov/Archives/edgar/data/59478/000119312512078393/d266023d10k.htm
59478,LILLY ELI & CO,10-K,2013/2/21,https://www.sec.gov/Archives/edgar/data/59478/000005947813000007/lly-20121231x10k.htm
59478,LILLY ELI & CO,10-K,2014/2/19,https://www.sec.gov/Archives/edgar/data/59478/000005947814000078/lly-20131231x10k.htm
59478,LILLY ELI & CO,10-K,2015/2/19,https://www.sec.gov/Archives/edgar/data/59478/000005947815000100/lly-20141231x10k.htm
59478,LILLY ELI & CO,10-K,2016/2/19,https://www.sec.gov/Archives/edgar/data/59478/000005947816000321/lly-20151231x10k.htm
59478,LILLY ELI & CO,10-K,2017/2/21,https://www.sec.gov/Archives/edgar/data/59478/000005947817000098/lly-20161231x10xk.htm
59478,LILLY ELI & CO,10-K,2018/2/20,https://www.sec.gov/Archives/edgar/data/59478/000005947818000089/lly-20171231x10xk.htm
59478,LILLY ELI & CO,10-K,2019/2/19,https://www.sec.gov/Archives/edgar/data/59478/000005947819000082/lly-20181231x10xk.htm
16732,CAMPBELL SOUP CO,10-K,2002/10/11,https://www.sec.gov/Archives/edgar/data/16732/000089322002001206/w64292e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2003/10/9,https://www.sec.gov/Archives/edgar/data/16732/000089322003001648/w90322e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2004/10/12,https://www.sec.gov/Archives/edgar/data/16732/000089322004002108/w99443e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2005/10/11,https://www.sec.gov/Archives/edgar/data/16732/000089322005002271/w12996e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2006/10/11,https://www.sec.gov/Archives/edgar/data/16732/000089322006002166/w23178e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2007/9/26,https://www.sec.gov/Archives/edgar/data/16732/000089322007003194/w39657e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2008/10/1,https://www.sec.gov/Archives/edgar/data/16732/000089322008002633/w64216e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2009/9/30,https://www.sec.gov/Archives/edgar/data/16732/000095012309047208/w75715e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2010/9/29,https://www.sec.gov/Archives/edgar/data/16732/000095012310090083/w79425e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2011/9/28,https://www.sec.gov/Archives/edgar/data/16732/000095012311087197/w83891e10vk.htm
16732,CAMPBELL SOUP CO,10-K,2012/9/27,https://www.sec.gov/Archives/edgar/data/16732/000001673212000024/cpb-07292012x10k.htm
16732,CAMPBELL SOUP CO,10-K,2013/9/26,https://www.sec.gov/Archives/edgar/data/16732/000001673213000023/cpb-7282013x10k.htm
